title,story,url
머니볼,"게임의 역사를 바꾼 감동의 리그가 시작된다! 메이저리그 만년 최하위에 그나마 실력 있는 선수들은 다른 구단에 뺏기기 일수인 ‘오클랜드 애슬레틱스’. 돈 없고 실력 없는 오합지졸 구단이란 오명을 벗어 던지고 싶은 단장 ‘빌리 빈(브래드 피트)’은 경제학을 전공한 ‘피터’를 영입, 기존의 선수 선발 방식과는 전혀 다른 파격적인 ‘머니볼’ 이론을 따라 새로운 도전을 시작한다. 그는 경기 데이터에만 의존해 사생활 문란, 잦은 부상, 최고령 등의 이유로 다른 구단에서 외면 받던 선수들을 팀에 합류시키고, 모두가 미친 짓이라며 그를 비난한다. 과연 빌리와 애슬레틱스 팀은 ‘머니볼’의 기적을 이룰 수 있을까?",https://serieson.naver.com/v2/movie/48349
내가 처음으로 사랑한 소녀,"12년 내내 여학교를 다니며 학생대표를 해오던 윙(담선언),그리고 그녀의 유일한 친구 실비아(양시영).두 사람은 어느 순간 친구 이상의 감정을 느끼고특별한 시간들을 보내며 미래를 약속하지만, 곱지 않은 주변의 시선과 상황들로 결국 둘은 이별을 택한다. 몇 년의 시간이 흐른 어느 날, 각자의 삶을 살아가던 두 사람은 한 통의 전화로 다시 만나게 되는데.. 평생 함께하자던 소울메이트였던 그들, 그때 너도 나와 같은 마음이었을까?",https://serieson.naver.com/v2/movie/497762
매트릭스 2 - 리로디드,"1편의 엔딩 크레딧과 함께 인류를 구원해야 하는 자신의 운명을 받아들이며 하늘로 날아오른 네오(키아누 리브스). 내일 이 전쟁이 끝난다면, 한번 싸워 볼만하지 않을까...? 목숨도 걸어 볼만 하지 않을까...? 모피어스(로렌스 피쉬번)와 트리니티(캐리-앤 모스)가 전에 자신에게 던졌던 질문을 스스로에게 던져보는 네오는 마침내, 중대한 결정을 내린다. 시온이 컴퓨터 군단에게 장악될 위기에 처하면서, 네오는 자신의 능력에 대한 더 큰 통제력을 갖게 된다. 이제 몇시간 후면 지구상에 남은 인류 최후의 보루인 시온이 인간 말살을 목적으로 프로그래밍 된 센티넬 무리에 의해 짓밟히게 될 터... 그러나 시온의 시민들은 오라클의 예언이 이루어져 전쟁이 끝날 것이라는 모피어스의 신념에 용기를 얻고, 네오에게 모든 희망과 기대를 걸어보기로 한다. 서로에 대한 사랑의 힘으로, 스스로에 대한 믿음으로 용기를 얻은 네오와 트리니티는 모피어스와 함께 인간을 억압하고 착취하는 시스템에 맞서기 위해 '매트릭스'로 돌아간다. 그리고, 수소문 끝에 매트릭스의 심장부로 그들을 안내할 '키메이커'의 행적을 찾아낸 트리니티와 모피어스. 하지만, '키메이커'는 신출귀몰한 악당 트윈스에게 철저하게 감시당하고 있다. 시스템에 대항하기 위해 '키메이커' 구출이라는 위험한 임무를 감행하는 세 사람. 한편, 에이전트 스미스(휴고 위빙)는 네오에 대한 불타는 복수심으로 시스템에 불복종하게 되고, 그 결과 삭제될 위기에 처한다. 이제 그는 도망자의 신세가 되어, 계속 네오를 추적한다. 한때 자신이 그토록 경멸했던 인간성을 어느새 자기 자신도 갖게된 스미스는 복수를 위해 수단 방법을 가리지 않는데... '매트릭스'의 내부 구조로 깊이 들어갈수록, 그리고, 인류의 운명을 좌우할 자신의 역할에 눈 떠 갈수록, 네오는 더 큰 저항과 더 무서운 진실에 직면하게 된다. 그리고 상상할 수 없는 불가능에 가까운 선택을 강요 받는다. 사랑과 신념, 목적과 명분... 이 모든 것의 합류점에서 네오는 자신이 택한 길을 따라가야 한다. 그는 자문한다. '만약 내가 못해낸다면...?' '만약 실패한다면...?' 대답은 한가지 뿐이다. 시온이 멸망할 것이라는 것. 그리고 마침내... 인류의 운명을 건 필사의 전투가 시작된다!!",https://serieson.naver.com/v2/movie/2742
매트릭스 3 - 레볼루션,"2199년, 시스템이 인간을 지배하는 세상. 인간들은 태어나자마자 인공 자궁 안에 갇혀 기계들의 생명 연장을 위한 에너지로 사용되고 뇌세포에 매트릭스라는 프로그램을 입력 당해 평생 기계에 의해 설정된 가상 현실을 살아간다. 가상 현실의 꿈에서 깨어난 인간들은 '시온'이라는 세상을 건설하고 인류를 구원할 영웅 '그'를 찾아 나선다. 마침내 발견한 '그'는 낮에는 평범한 회사원으로 밤에는 '네오'라는 이름으로 컴퓨터 해킹을 하는 컴퓨터 프로그래머, 토마스 앤더슨(키아누 리브스). 앤더슨은 트리니티(캐리 앤 모스)라는 여인에게 이끌려 매트릭스 밖의 우주를 만나면서 모든 진실과 직면하게 된다. 숨겨진 진실을 알게 된 앤더슨은 이제 '네오'라는 이름으로 인류를 구원해야 하는 자신의 운명을 받아들이게 된다. '시온'은 센티넬이라는 기계군단에게 장악될 위기에 처하고, 자신의 능력에 대한 더 큰 통제력을 갖게 된 네오는 인류의 구원을 위해 트리니티, 모피어스(로렌스 피쉬번)와 함께 시스템에 맞서게 된다. '매트릭스'의 내부 구조로 깊이 들어갈수록, 인류의 운명을 좌우할 자신의 역할에 눈 떠가던 네오는 '설계자'를 만나 자신의 존재가 설계자에 의해 만들어진 통제 시스템에 불과하다는 충격적인 진실에 직면한다. 그리고 '사랑인가, 인류의 구원인가!'라는 불가능에 가까운 선택을 강요 받는 네오. 둘 중 하나는 포기해야 한다! 진실을 찾는 여정에 한걸음 더 접근하게 된 네오. 그러나 그 와중에 능력을 소진하고 매트릭스와 현실세계의 중간계를 떠돌게 된다. 한편, 기계들이 인간말살을 목적으로 인류 최후의 보루 '시온'으로 침공해오자 인간들은 인류의 미래를 지키기 위해 필사적인 전투를 벌인다. 그러나 베인의 몸 속에 침투한 에이전트 스미스(휴고 위빙)가 본 모습을 드러내면서 네오에게는 예기치 못한 새로운 변수가 생긴다. 매순간 세력이 커져가면서 기계들의 통제권까지 벗어난 스미스는 현실 세계와 매트릭스는 물론 기계도시까지 말살할 야욕을 불태운다. 이에 네오에게 마지막 조언을 건네는 오라클(매리 앨리스). 네오는 오라클 역시 매트릭스라는 거대한 구조 속에 존재하는 하나의 프로그램에 불과할 수 있음을 알면서도 그녀의 조언을 받아들인다. 니오베(제이다 핀켓 스미스)의 도움으로 네오와 트리니티는 일찍이 그 어느 인간도 가본적이 없는 세계, 기계 도시의 심장부로 잠입한다. 그곳에서 기계 세상의 절대 권력자(DEUS EX MACHINA)를 만나 파멸 직전의 인류를 구원키 위한 최후의 카드를 던지는데... 이제 드디어 인류 최후의 거대한 진실이 그 베일을 벗는다!",https://serieson.naver.com/v2/movie/2739
매트릭스: 리저렉션,"토마스 앤더슨은 ‘자신’의 현실이 물리적 구성개념인지 아니면 정신적 구성개념인지 알아내기 위해 이번에도 흰 토끼를 따라가야 한다. 토마스, 아니 네오가 배운 게 있다면 비록 환상이라 할지라도 선택이야말로 매트릭스를 탈출할 유일한 길이라는 것이다. 물론 네오는 무엇을 해야 할지 이미 알고 있다. 그가 아직 모르는 사실은 이 새로운 버전의 매트릭스가 그 어느 때보다도 강력하고, 확고부동하고, 위험하다는 것이다. 평범한 일상과 그 이면에 놓여 있는 또 다른 세계, 두 개의 현실이 존재하는 세상에서 운명처럼 인류를 위해 다시 깨어난 구원자 네오. 빨간 약과 파란 약 중 어떤 것을 선택할 것인가?",https://serieson.naver.com/v2/movie/480984
극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,"어느 날 ‘짱구‘와 동갑내기인 5살 ‘진구’를 데리고, 짱구 가족을 찾아온 수상한 여성. 서로의 아이가 바뀌었다는 충격적인 소식을 전한다. 하루아침에 닌자 가문의 후계자 ‘진구’로 불리게 된 짱구는 ‘부리부리 엉덩이 분신술’로 닌자 유치원을 초토화시킨다. 한편, 떡잎마을에 남겨진 진구와 짱구 가족은 짱구를 찾으러 닌자 마을로 향하고, 세상의 중심인 ‘지구의 배꼽’이 흔들리기 시작하며, 지구가 붕괴될 위기에 처하는데… 과연 짱구는 세상을 지켜낼 수 있을까?!",https://serieson.naver.com/v2/movie/571818
극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,"아이들의 낙서가 사라져 붕괴 위기에 처한 낙서왕국은 낙서 에너지를 모으기 위해 지구 침공을 시작한다. 낙서왕국의 위험한 작전을 막기 위해 지상의 용사로 선택 받은 짱구는 그림에 생명을 불어넣는 ‘미라클 크레용’을 얻게 된다. 쓰윽 쓰윽~ 그려 그려~! 짱구가 미라클 크레용으로 그림을 그리자 브리프, 가짜 이슬이 누나, 부리부리 용사가 스케치북 밖으로 튀어나오는데..! 과연, 크레용 용사 짱구는 낙서 용사들과 함께 위험에 빠진 떡잎마을과 세계를 구할 수 있을까?!",https://serieson.naver.com/v2/movie/465008
극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,"아름다운 호주의 한 섬으로 신혼여행을 떠난 짱구네 가족. 즐거운 시간도 잠시, 수수께끼 원주민 가면족에게 사로잡혀 아빠가 사라진다. 이 섬에는 50년에 한 번 엄청난 보물을 얻을 수 있다는 전설이 있는데, 그 보물을 여는 열쇠가 바로 아빠라고? 여기에 보물을 노리는 트레저 헌터들까지 합세해 치열한 아빠 쟁탈전이 벌어지는데...! 위기에 처한 짱구네 가족은 무사히 아빠를 되찾을 수 있을까?",https://serieson.naver.com/v2/movie/468810
극장판 짱구는 못말려 24기 - 폭풍수면! 꿈꾸는 세계 대돌격,"어느 날, 꿈 속에서 거대한 물고기가 나타나 짱구 가족을 한 입에 삼킨 날로부터 마을 사람들은 모두 잠을 잘 때마다 보고 싶은 꿈을 꾸는 신기한 꿈의 세계로 가게 된다. 하지만 짱구의 유치원에 ‘보라’가 전학 온 후, 마을 사람들이 꿈꾸는 세계는 점차 악몽으로 변해가고 사람들은 무시무시한 악몽 속으로 빨려 들어가게 된다. 짱구와 떡잎마을 방위대는 새롭게 전학 온 보라가 꿈의 세계 속 비밀을 간직하고 있다는 것을 알게 되고, 마을 사람들과 보라를 위해 악몽과의 한판 대결을 시작하는데…",https://serieson.naver.com/v2/movie/498456
극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,"짱구의 엉덩이에 지구의 운명이 걸렸다! 짱구의 집에 불시착한 UFO의 주인 외계인 ‘덩덩이’. ‘나스파디’ 별에서 온 ‘덩덩이’는 무시무시한 ‘꼬마꼬마 파워’로 짱구의 엄빠를 어린이로 만들어버린다! 엄빠를 다시 어른으로 되돌리기 위해 ‘덩덩이’의 아빠를 만나러 떠나지만 연락이 닿지 않고, 심지어 지구를 위협하는 외계인의 음모까지 드러나기 시작하는데…!!! 짱구의 엉덩이에 숨은 외계인 ‘덩덩이’와 가족들의 스펙터클한 대모험이 펼쳐진다!",https://serieson.naver.com/v2/movie/468808
알라딘,"머나먼 사막 속 신비의 아그라바 왕국의 시대. 좀도둑 ‘알라딘’은 마법사 ‘자파’의 의뢰로 마법 램프를 찾아 나섰다가 주인에게 세 가지 소원을 들어주는 지니를 만나게 되고, 자스민 공주의 마음을 얻으려다 생각도 못했던 모험에 휘말리게 되는데…",https://serieson.naver.com/v2/movie/320877
극장판 짱구는 못말려 22기 - 정면승부! 로봇아빠의 역습,"어느 날, 로봇이 되어 돌아온 짱구 아빠! 짱구는 그 동안 영화에서만 봤던 슈퍼히어로가 되어 특별한 능력을 보여주는 로봇 아빠가 자랑스럽다. 그러나 갑자기 무시무시한 모습으로 변하는 로봇 아빠와 함께 떡잎마을을 무너뜨리려는 거대한 음모가 드러나는데… 과연, 로봇 아빠와 짱구 가족은 마을의 평화를 지켜낼 수 있을까? 가족의 운명을 건 거대한 전쟁이 시작된다!",https://serieson.naver.com/v2/movie/498454
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,"중독 위험! 세계를 지배하려는 ‘블랙판다 라면’이 나타났다! 전설의 쿵후 ‘말랑말랑권’으로 세계 평화를 지켜야 한다! 몸도 마음도 말랑말랑한 짱구와 떡잎마을 방범대 출동! 짱구와 친구들이 살고 있는 떡잎마을에 있는 중국인 거리 아이야 타운 그곳에 나타난 블랙판다 라면 사장 돈빵빵은 오직 라면을 위한, 라면에 의한 블랙판다 라면 빌딩을 세우려 한다! 블랙판다 라면을 먹고 점점 난폭해지는 사람들! 앗! 짱아도 블랙판다 라면을 먹어버렸다…! 세계의 평화를 위해 지금 필요한 건 바로 전설의 쿵후 말랑말랑권! 쿵후 소녀 란과 함께 말랑말랑권의 9가지 기술을 터득한 뒤, 중국에서 마지막 신공을 얻어야 한다! 짱구와 떡잎마을 방범대 친구들은 세계 평화를 지켜낼 수 있을까?",https://serieson.naver.com/v2/movie/468812
극장판 짱구는 못말려 23기 - 나의 이사 이야기 선인장 대습격,"안녕… 떡잎마을… 갑자기 멕시코 지사로 발령이 난 짱구아빠. 그로 인해 짱구 가족은 정든 떡잎마을을 떠나 멕시코로 이사를 가게 되고, 태양의 나라 멕시코에 도착한 짱구 가족은 선인장 페스티벌에 참여하게 되는데... 하지만 짱구 가족을 기다리는 건 선인장 괴물?! 과연 짱구와 멕시코 이웃들은 무시무시한 선인장 괴물에 맞서 마을을 지켜낼 수 있을까? 가족의 운명을 건 선인장 괴물과의 후끈한 한 판 승부가 시작된다!",https://serieson.naver.com/v2/movie/498455
아바타: 물의 길,"<아바타: 물의 길>은 판도라 행성에서 '제이크 설리'와 '네이티리'가 이룬 가족이 겪게 되는 무자비한 위협과 살아남기 위해 떠나야 하는 긴 여정과 전투, 그리고 견뎌내야 할 상처에 대한 이야기를 그렸다. 월드와이드 역대 흥행 순위 1위를 기록한 전편 <아바타>에 이어 제임스 카메론 감독이 13년만에 선보이는 영화로, 샘 워싱턴, 조 샐다나, 시고니 위버, 스티븐 랭, 케이트 윈슬렛이 출연하고 존 랜도가 프로듀싱을 맡았다.",https://me2.do/GyyxijHp
올빼미,"맹인이지만 뛰어난 침술 실력을 지닌 ‘경수’는 어의 ‘이형익’에게 그 재주를 인정받아 궁으로 들어간다. 그 무렵, 청에 인질로 끌려갔던 ‘소현세자’가 8년 만에 귀국하고, ‘인조’는 아들을 향한 반가움도 잠시 정체 모를 불안감에 휩싸인다. 그러던 어느 밤, 어둠 속에서는 희미하게 볼 수 있는 ‘경수’가 ‘소현세자’의 죽음을 목격하게 되고 진실을 알리려는 찰나 더 큰 비밀과 음모가 드러나며 목숨마저 위태로운 상황에 빠진다. 아들의 죽음 후 ‘인조’의 불안감은 광기로 변하여 폭주하기 시작하고 세자의 죽음을 목격한 ‘경수’로 인해 관련된 인물들의 민낯이 서서히 드러나게 되는데...",https://me2.do/Gbc24cCz
공동경비구역 JSA,"판문점 공동경비구역 내 돌아오지 않는 다리 북측 초소에서 북한 초소병(신하균 분)이 총상을 입고 살해되는 사건이 발생한다. 사건 이후 북한은 남한의 기습테러공격으로, 남한은 북한의 납치설로 각각 엇갈린 주장을 한다. 양국은 남북한의 실무협조 하에 스위스와 스웨덴으로 구성된 중립국 감독위원회의 책임수사관을 기용해 수사에 착수할 것을 극적으로 합의한다.
중립국 감독 위원회에서는 책임수사관으로 쮜리히 법대 출신의 한국계 스위스인이며 군 정보단 소령인 소피(이영애 분)를 파견한다. 태어나 처음으로 한국에 입국한 소피는 남측과 북측 모두 피의자 인도 거부와 관계 당국의 비협조적인 태도로 수사 초기부터 어려움을 겪는다. 어렵게 사건 당사자인 남한의 이수혁 병장(이병헌 분)과 북한의 오경필 중사(송강호 분)를 만나 사건 정황을 듣게 되지만, 그들은 서로 상반된 진술만을 반복해 수사는 점차 미궁으로 빠져든다. 그러던 중 사건 최초의 목격자인 남성식 일병(김태우 분)의 진술에서 의혹을 느끼고 수사를 주변 인물로 확대시켜 나간다. 사건을 은폐 축소하려는 남북한의 상부조직의 음모와 극도의 혼돈 상태에 빠진 피의자들, 중립국 감독 위원회 측의 미온적인 수사태도로 소피는 계속적인 어려움을 겪게 되지만 시체부검과 증거물 조사, 공격적이고 치밀한 추적으로 점차 진실에 가까이 접근해 간다. 그러던 중 사건의 전모가 드러날 것을 두려워한 남성식이 돌연 투신 자살을 시도한다. 이 사건을 계기로 상부 조직은 소피의 아버지가 과거 한국전에 참전했던 인민군이었음을 폭로하고 중립국 감독위원회를 사주해 소피의 수사전권 해임을 통보한다. 남한 병사 이수혁 병장은 왜 북한 초소병을 쏘았을까? 최초 목격자인 남성식 일병은 왜 자살을 시도했을까? 그리고, 북한의 오경필 중사는 무엇을 숨기고 있는가? 그녀는, 진실을 파헤치기 위해 마지막 시도를 감행하는데.",https://me2.do/FQIj6PAQ
극장판 짱구는 못말려 21기 - 엄청 맛있어! B급 음식 서바이벌!,떡잎마을에서 열리는 B급음식 축제에 가기로 한 떡잎마을 방위대. 그런데 축제현장으로 가는 버스를 타러 정류장에 가는 길. 큰 항아리를 메고 쫓기는듯이 달리는 한 여자와 그 여자를 쫓는 정체모를 무리를 발견했다. 떡잎마을 방위대와 눈이 마주친 여자는 가던길을 멈춰서고는 은밀하게 아이들을 불러냈다. 이후 그녀는 묻지도 따지지도 않고 들고있던 항아리를 건네주며 항아리에 든 소스를 야키소바 장인 강사장에게 전해달라는 것이었다. 그리고 소스를 절대 맨입으로 먹지말라는 말을 덧붙이고는 자신은 추격자들을 따돌리기 위해 유유히 사라진다.,https://serieson.naver.com/v2/movie/498453
반교: 디텐션,"비가 내리던 어두운 밤, 모두가 갑자기 자취를 감춰버린 학교에 남겨진 팡루이신과 웨이중팅. 두 사람은 사라진 사람들을 찾아 학교를 벗어나려 하지만 환영과 귀신들이 그들을 괴롭히고 잊고 있었던 끔찍한 비밀들이 조금씩 드러나기 시작하는데…",https://me2.do/xkelztkH
폴: 600미터,지상에서 가장 높은 600m 타워 내려갈 단 하나의 길이 끊겼다! 핸드폰 먹통 식량 전무 잠들면 추락 한계 초과! 압도적 스릴! 지금껏 없었던 고소공포에 전율한다!,https://me2.do/FU9zxsqz
